"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group"
"MGR-015","12999",13,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13000",9.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13001",9.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13002",9.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13003",8.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13004",6.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13005",7.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13006",7.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13007",6.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13008",19.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13009",21.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13010",21.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13011",19,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13012",36.6,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-015","13013",39.3,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-015","13014",39.7,130,NA,"Fabaceae","Julbernardia","globiflora",2008,"Julbernardia globiflora","mlunguya"
"MGR-015","13015",40.4,130,NA,"Fabaceae","Julbernardia","globiflora",2010,"Julbernardia globiflora","mlunguya"
"MGR-015","13016",31.8,130,NA,"Fabaceae","Burkea","africana",2006,"Burkea africana","mlunguya"
"MGR-015","13017",31.9,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-015","13018",32.3,130,NA,"Fabaceae","Burkea","africana",2008,"Burkea africana","mlunguya"
"MGR-015","13019",31.9,130,NA,"Fabaceae","Burkea","africana",2010,"Burkea africana","mlunguya"
"MGR-015","13020",98,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-015","13021",96.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-015","13022",96.5,130,NA,NA,NA,NA,2008,"NA NA","mlunguya"
"MGR-015","13023",97.2,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-015","13024",11.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13025",12.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13026",12.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13027",15,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13028",26.8,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-015","13029",26.9,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-015","13030",27.3,130,NA,NA,NA,NA,2008,"NA NA","mlunguya"
"MGR-015","13031",27.5,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-015","13032",7.1,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-015","13033",7.3,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-015","13034",7.5,130,NA,NA,NA,NA,2008,"NA NA","mlunguya"
"MGR-015","13035",7.5,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-015","13036",12.3,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-015","13037",13.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-015","13038",13.2,130,NA,NA,NA,NA,2008,"NA NA","mlunguya"
"MGR-015","13039",13.1,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-015","13040",47.3,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-015","13041",47,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-015","13042",47.4,130,NA,NA,NA,NA,2008,"NA NA","mlunguya"
"MGR-015","13043",47.5,130,NA,NA,NA,NA,2010,"NA NA","mlunguya"
"MGR-015","13044",35.4,130,NA,"Fabaceae","Erythrophleum","africanum",2006,"Erythrophleum africanum","mlunguya"
"MGR-015","13045",36,130,NA,"Fabaceae","Erythrophleum","africanum",2007,"Erythrophleum africanum","mlunguya"
"MGR-015","13046",36.5,130,NA,"Fabaceae","Erythrophleum","africanum",2008,"Erythrophleum africanum","mlunguya"
"MGR-015","13047",36.8,130,NA,"Fabaceae","Erythrophleum","africanum",2010,"Erythrophleum africanum","mlunguya"
"MGR-015","13048",12.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13051",13.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13052",6.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13053",6.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13054",7.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13055",7.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13056",34.1,130,NA,"Fabaceae","Burkea","africana",2006,"Burkea africana","mlunguya"
"MGR-015","13057",34.9,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-015","13058",35.6,130,NA,"Fabaceae","Burkea","africana",2008,"Burkea africana","mlunguya"
"MGR-015","13059",35.8,130,NA,"Fabaceae","Burkea","africana",2010,"Burkea africana","mlunguya"
"MGR-015","13060",16.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13061",17.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13062",17.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13063",18.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13064",5.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13065",6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13066",6.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13067",6.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13068",6.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13069",7.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13070",7.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13071",7.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13072",7.94,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13073",8.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13074",8.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13075",8.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13076",20.1,130,NA,"Fabaceae","Burkea","africana",2006,"Burkea africana","mlunguya"
"MGR-015","13077",18.7,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-015","13078",18.9,130,NA,"Fabaceae","Burkea","africana",2008,"Burkea africana","mlunguya"
"MGR-015","13080",31.1,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-015","13081",31.7,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-015","13082",31.8,130,NA,"Fabaceae","Julbernardia","globiflora",2008,"Julbernardia globiflora","mlunguya"
"MGR-015","13083",32.7,130,NA,"Fabaceae","Julbernardia","globiflora",2010,"Julbernardia globiflora","mlunguya"
"MGR-015","13084",8.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13085",9.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13086",9.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13087",10.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13088",31.6,130,NA,"Fabaceae","Burkea","africana",2006,"Burkea africana","mlunguya"
"MGR-015","13089",32.6,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-015","13090",32.8,130,NA,"Fabaceae","Burkea","africana",2008,"Burkea africana","mlunguya"
"MGR-015","13091",33.9,130,NA,"Fabaceae","Burkea","africana",2010,"Burkea africana","mlunguya"
"MGR-015","13092",47.3,130,NA,"Fabaceae","Erythrophleum","africanum",2006,"Erythrophleum africanum","mlunguya"
"MGR-015","13093",47.5,130,NA,"Fabaceae","Erythrophleum","africanum",2007,"Erythrophleum africanum","mlunguya"
"MGR-015","13094",47.5,130,NA,"Fabaceae","Erythrophleum","africanum",2008,"Erythrophleum africanum","mlunguya"
"MGR-015","13095",47.6,130,NA,"Fabaceae","Erythrophleum","africanum",2010,"Erythrophleum africanum","mlunguya"
"MGR-015","13096",6.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13097",6.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13098",34.2,130,NA,"Fabaceae","Erythrophleum","africanum",2006,"Erythrophleum africanum","mlunguya"
"MGR-015","13100",32.9,130,NA,"Fabaceae","Erythrophleum","africanum",2008,"Erythrophleum africanum","mlunguya"
"MGR-015","13101",32.4,130,NA,"Fabaceae","Erythrophleum","africanum",2010,"Erythrophleum africanum","mlunguya"
"MGR-015","13102",40.3,130,NA,"Fabaceae","Burkea","africana",2006,"Burkea africana","mlunguya"
"MGR-015","13103",41,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-015","13104",40.9,130,NA,"Fabaceae","Burkea","africana",2008,"Burkea africana","mlunguya"
"MGR-015","13105",40.5,130,NA,"Fabaceae","Burkea","africana",2010,"Burkea africana","mlunguya"
"MGR-015","13106",7.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13107",7,130,NA,"Fabaceae","Albizia","brevifolia",2010,"Albizia brevifolia","mlunguya"
"MGR-015","13108",8.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13109",10.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13110",10.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13111",11.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13112",11,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13113",12.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13114",12.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13115",12.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13116",11,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13117",11.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13118",12.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13119",12.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13120",13.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13121",16.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13122",16.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13123",16.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13124",16.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13125",8.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13126",9.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13127",9.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13128",10.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13129",5.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13130",6.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13131",6.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13132",9.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13133",5.6,130,NA,"Fabaceae","Piliostigma","thonningii",2006,"Piliostigma thonningii","mlunguya"
"MGR-015","13134",6,130,NA,"Fabaceae","Piliostigma","thonningii",2007,"Piliostigma thonningii","mlunguya"
"MGR-015","13135",6,130,NA,"Fabaceae","Piliostigma","thonningii",2008,"Piliostigma thonningii","mlunguya"
"MGR-015","13136",5.9,130,NA,"Fabaceae","Piliostigma","thonningii",2010,"Piliostigma thonningii","mlunguya"
"MGR-015","13137",8.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13138",8.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13139",9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13140",9.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13141",10.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13142",10.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13143",12,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13144",12.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13145",9.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13146",10.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13147",10.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13148",10.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13149",5.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13150",5.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13151",6.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13152",5.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13153",11,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13154",12.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13155",12.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13156",12.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13157",14.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13158",16,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13159",16.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13160",15.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13161",5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13162",6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13163",6.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13164",6.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13165",6.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13166",10,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13167",10.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13168",10.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13169",10.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13170",5.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13171",16.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13172",17.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13173",16.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13174",17.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13175",14.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13176",14.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13177",14.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13178",14.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13179",44,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-015","13180",42.8,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-015","13181",42.8,130,NA,"Fabaceae","Julbernardia","globiflora",2008,"Julbernardia globiflora","mlunguya"
"MGR-015","13182",43.4,130,NA,"Fabaceae","Julbernardia","globiflora",2010,"Julbernardia globiflora","mlunguya"
"MGR-015","13183",7.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13184",8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13185",8.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13186",8.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13187",51.9,130,NA,"Fabaceae","Burkea","africana",2006,"Burkea africana","mlunguya"
"MGR-015","13188",52.2,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-015","13189",52.2,130,NA,"Fabaceae","Burkea","africana",2008,"Burkea africana","mlunguya"
"MGR-015","13190",51.7,130,NA,"Fabaceae","Burkea","africana",2010,"Burkea africana","mlunguya"
"MGR-015","13191",13.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13192",14.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13193",14.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13194",15.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13195",13.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13196",14.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13197",14.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13198",15,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13199",11.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13200",12.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13201",12.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13202",13.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13203",9.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13205",12.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13206",10.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13207",7.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13208",7.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13209",7.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13210",7.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13211",11,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13212",12.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13213",12.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13214",13.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13215",6.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13216",5.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13217",5.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13218",7.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2008,"Diplorhynchus condylocarpon","mlunguya"
"MGR-015","13219",7.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2010,"Diplorhynchus condylocarpon","mlunguya"
