"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group","height_method"
"ABG-003","ABG-003_450",7.5,130,11,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_450",5.092958179,130,5.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_451",5.4,130,3.6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-003","ABG-003_451",14.9,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_451",10.50422624,130,5.6,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","laser"
"ABG-004","ABG-004_452",7,130,4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_452",20.8,140,12,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_452",13.68732511,130,7.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_453",5.2,130,4.8,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-003","ABG-003_453",16,130,11,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_453",7.002817496,130,5,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_454",6.3,130,3.2,"Ochnaceae","Ochna","pulchra",2017,"Ochna pulchra","bicuar","laser"
"ABG-003","ABG-003_454",10.6,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_454",6.366197724,130,5,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_455",5.5,130,2,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","stick"
"ABG-003","ABG-003_455",12,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_455",13.36901522,130,9.6,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-004","ABG-004_456",5.2,130,5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_456",6.8,130,5,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_456",16.55211408,130,12.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_457",6.7,130,5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_457",8.5,130,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_457",5.411268065,130,4.6,"Phyllanthaceae","Hymenocardia","acida",2017,"Hymenocardia acida","bicuar","laser"
"ABG-004","ABG-004_458",22.3,130,12,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_458",15.4,130,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_458",6.68450761,150,4.6,"Phyllanthaceae","Hymenocardia","acida",2017,"Hymenocardia acida","bicuar","stick"
"ABG-004","ABG-004_459",22,130,9.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_459",10.8,130,7.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_459",8.594366927,130,6.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_460",6.9,130,4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_460",41.4,130,14.2,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","stick"
"ABG-001","ABG-001_460",14.00563499,130,9.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_461",5.4,130,4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_461",8,130,3.2,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-001","ABG-001_461",17.82535363,130,14.4,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-004","ABG-004_462",17.4,130,7.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_462",6.5,130,2.8,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-001","ABG-001_462",30.23943919,130,14.4,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-004","ABG-004_463",10.5,200,6.8,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-003","ABG-003_463",14.8,130,10.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_463",12.73239545,130,4.8,"Phyllanthaceae","Hymenocardia","acida",2017,"Hymenocardia acida","bicuar","laser"
"ABG-004","ABG-004_464",10.4,130,6,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-003","ABG-003_464",12.9,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_464",26.10141067,130,14.8,"Fabaceae","Pericopsis","angolensis",2017,"Pericopsis angolensis","bicuar","laser"
"ABG-004","ABG-004_465",23.1,130,9.2,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-003","ABG-003_465",38.4,90,8.8,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-001","ABG-001_465",33.10422816,130,14.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_466",21.7,130,12.4,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-003","ABG-003_466",19,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_466",22.28169203,130,12,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_467",7.5,130,4.8,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-003","ABG-003_467",17,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_467",6.047887837,130,4.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_468",54,140,6.4,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","laser"
"ABG-003","ABG-003_468",8.9,130,6.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_468",8.912676813,150,5,"Combretaceae","Combretum","hereroense",2017,"Combretum hereroense","bicuar","laser"
"ABG-004","ABG-004_469",10.4,130,11.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_469",13,140,6.4,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_469",9.549296586,130,4.8,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_470",9.5,130,6.6,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-003","ABG-003_470",16,130,7.2,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_470",12.41408556,130,4.8,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_471",5.4,130,3.6,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-003","ABG-003_471",6,130,5.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_471",5.729577951,130,5.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_472",22,130,8.4,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-003","ABG-003_472",8.8,130,8.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_472",5.729577951,130,NA,"Malvaceae","Dombeya","rotundifolia",2017,"Dombeya rotundifolia","bicuar","laser"
"ABG-004","ABG-004_473",12.3,130,8,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-003","ABG-003_473",26,130,12,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_473",7.957747155,140,3.2,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","laser"
"ABG-004","ABG-004_474",7,130,6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_474",23,130,11,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_474",28.64788976,130,7.2,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","stick"
"ABG-004","ABG-004_475",11.2,130,6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-003","ABG-003_475",6.6,130,4.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_476",18.8,130,11.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_476",5.9,130,4.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_476",27.05634033,170,8.4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-004","ABG-004_477",8.2,130,5.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_477",16.7,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_477",16.87042397,170,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_478",5.9,130,5,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-003","ABG-003_478",8.3,130,6.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_478",27.6929601,170,9,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_479",10.8,130,6.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-003","ABG-003_479",19.9,130,10.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_479",9.230986699,140,6.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_480",6,130,2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_480",10.2,50,3.8,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-001","ABG-001_480",5.411268065,130,6.2,"Malvaceae","Dombeya","rotundifolia",2017,"Dombeya rotundifolia","bicuar","laser"
"ABG-004","ABG-004_481",11.2,130,7.4,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","stick"
"ABG-003","ABG-003_481",8.3,50,3.8,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-001","ABG-001_481",6.68450761,130,4.8,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_482",10.4,130,9.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_482",7.1,130,4.6,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-001","ABG-001_482",38.19718634,130,13,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_483",20.9,130,9,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_483",9.8,130,7.2,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","stick"
"ABG-003","ABG-003_484",13.9,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_484",7.8,130,4.8,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","stick"
"ABG-001","ABG-001_484",8.594366927,130,8,"Picrodendraceae","Oldfieldia","dactylophylla",2017,"Oldfieldia dactylophylla","bicuar","stick"
"ABG-003","ABG-003_485",8.4,130,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_485",22.5,130,9.8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-001","ABG-001_485",42.97183463,130,17.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_486",6.9,130,7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_486",11.9,130,2.2,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_486",10.18591636,150,9.2,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","laser"
"ABG-003","ABG-003_487",11.3,140,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_487",26.4,130,16.8,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","stick"
"ABG-001","ABG-001_487",9.867606472,130,9.2,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","stick"
"ABG-003","ABG-003_488",9.1,140,8.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_488",34,160,16.8,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","stick"
"ABG-001","ABG-001_488",6.366197724,150,NA,"Loganiaceae","Strychnos","cocculoides",2017,"Strychnos cocculoides","bicuar","laser"
"ABG-003","ABG-003_489",14.9,130,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_489",33,130,16.8,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","laser"
"ABG-001","ABG-001_489",10.82253613,130,5.8,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_490",15.7,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_490",28.2,120,9.4,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","laser"
"ABG-001","ABG-001_490",11.77746579,140,5.8,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-003","ABG-003_491",12.9,130,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_491",8.6,130,5.6,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","stick"
"ABG-001","ABG-001_491",37.87887646,130,14.4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_492",12.5,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_492",8.4,130,4,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_492",12.09577567,130,6.2,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_493",24.5,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_493",7.3,130,2,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","laser"
"ABG-001","ABG-001_493",7.957747155,170,6.2,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_494",19.4,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_494",7.6,130,4.6,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_494",6.68450761,130,2.2,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_495",12.6,130,9.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_495",47.1,130,14.8,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","laser"
"ABG-001","ABG-001_495",8.594366927,130,5.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_496",7.1,130,9.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_496",6.2,130,5.2,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","stick"
"ABG-001","ABG-001_496",6.047887837,130,5.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_497",12.8,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_497",6.4,130,5,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-001","ABG-001_497",8.594366927,160,5.2,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-003","ABG-003_498",9.9,130,9.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_498",7,130,4,"Fabaceae","Lonchocarpus","nelsii",2017,"Lonchocarpus nelsii","bicuar","stick"
"ABG-001","ABG-001_498",31.19436885,130,5.8,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-003","ABG-003_499",11.6,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_499",9.6,130,4.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_499",35.01408748,130,12,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_500",18.5,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_500",15,130,7,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_500",14.00563499,130,14,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_501",17.5,130,5.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_501",6.5,130,2.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_501",8.594366927,130,4.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_502",7.9,130,5.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_502",12.2,130,7.8,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_502",7.321127382,130,4.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_503",14.3,110,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_503",10.2,130,6.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_503",10,130,9.6,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-003","ABG-003_504",16.6,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_504",6,130,4,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_504",6.2,130,3.2,"Ebenaceae","Diospyros","kirkii",2017,"Diospyros kirkii","bicuar","laser"
"ABG-003","ABG-003_505",24.5,130,11.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_505",5.9,130,4,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-001","ABG-001_505",16.5,130,4.8,"Fabaceae","Pterocarpus","angolensis",2017,"Pterocarpus angolensis","bicuar","laser"
"ABG-003","ABG-003_506",17.9,130,11.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_506",5.4,130,NA,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_506",9.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-003","ABG-003_507",6.5,130,11.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_507",12.8,130,7,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_507",9.3,130,4.7,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_508",19.9,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_508",13.9,130,7.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_508",7.5,130,5.8,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-003","ABG-003_509",12.6,130,10.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_509",7.5,130,5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_509",7.8,130,5.8,"Phyllanthaceae","Pseudolachnostylis","maprouneifolia",2017,"Pseudolachnostylis maprouneifolia","bicuar","laser"
"ABG-003","ABG-003_510",10.9,130,9.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_510",8.9,130,6.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_510",28.1,130,13.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_511",13.5,130,9.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_511",7.9,130,4,"Fabaceae","Baphia","massaiensis",2017,"Baphia massaiensis","bicuar","laser"
"ABG-003","ABG-003_512",11.5,130,8.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_512",6.6,130,3.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_512",6.6,130,3.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-003","ABG-003_513",6.7,130,10,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_513",6.7,130,3.2,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","laser"
"ABG-001","ABG-001_513",5.3,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_514",11.5,130,11,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_514",7.5,130,4.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_514",5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_515",12.8,130,4.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_515",15.9,130,10,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","laser"
"ABG-001","ABG-001_515",5.9,130,4.4,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-003","ABG-003_516",5.8,120,7.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_516",17,130,10,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","stick"
"ABG-001","ABG-001_516",6.5,130,NA,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-003","ABG-003_517",13,130,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_517",17.3,130,10,"Fabaceae","Baikiaea","plurijuga",2017,"Baikiaea plurijuga","bicuar","laser"
"ABG-001","ABG-001_517",5.5,130,4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_518",14,130,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_518",11,130,7.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_518",10.9,130,8.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_519",9.5,140,9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_519",6.2,130,3.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
